model,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet,paris_ratchet
scenario,ratchet_ndc,2ratchet_ndc,3ratchet_ndc,4ratchet_ndc,5ratchet_ndc,6ratchet_ndc,ratchet_policy,2ratchet_policy,3ratchet_policy,4ratchet_policy,5ratchet_policy,6ratchet_policy,8ratchet_policy
"('Years', 'Years')",,,,,,,,,,,,,
2021.0,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896,52.587959045893896
2022.0,52.606984898709726,52.46057302273563,52.31416114676152,52.167749270787425,52.02133739481332,51.87492551883922,52.678660740544736,52.603924706405635,52.52918867226654,52.45445263812745,52.379716603988356,52.304980569849256,52.15550850157106
2023.0,52.47955278842864,52.041381139426335,51.60484001100821,51.16992940317429,50.73664931592456,50.30499974925902,52.694653938015335,52.470377766205125,52.24652644258452,52.02309996715351,51.800098339912104,51.57752156086029,51.13364254732546
2024.0,52.206319303776034,51.33575859350745,50.47411224611599,49.62133940532516,48.77739921485838,47.942250818439085,52.635764326091085,52.1880320009928,51.742632823898745,51.29956136080415,50.858812177704266,50.42037984059434,49.55044396832542
2025.0,51.789159062310276,50.35385232843733,48.94658023099853,47.56700577990555,46.214793805058996,44.88961095634843,52.502136553827,51.7588702070112,51.02299496175888,50.294465701143196,49.573237431798994,48.85926528392276,47.4529104911685
2026.0,51.23114427435566,49.11034347126368,47.0564555665318,45.067990492054506,43.14347864326851,41.28147075247545,52.294233959400664,51.18612204331358,50.09582994371684,49.02315612477575,47.96790045258566,46.9298641907819,44.90466191423444
2027.0,50.536507628253624,47.62408410804837,44.846285789527954,42.198364182656135,39.67568918126834,37.273747239495776,52.012836032950645,50.474224147359074,48.97192997557235,47.50530237432156,46.073698420871025,44.676483349068015,41.98272118657822
2028.0,49.71058911089251,45.917620836628075,42.36535022571035,39.0415129176987,35.934321944563244,33.03245457873364,51.65903363212812,49.628763198739165,47.66445349581158,45.76439336146547,43.92690538197108,42.1503454225194,38.77359663190747
2029.0,48.75976769078233,44.01662191933907,39.66780985865077,35.68603800130017,32.04553122872946,28.721968210559606,51.23422199047629,48.65640294531395,46.18866786263396,43.82712823425867,41.56800530671526,39.407627724074906,35.36894626430289
2030.0,47.691379083707865,41.949228481378555,36.81070932269168,32.221535138976144,28.131487989547185,24.494173137220237,50.74009158072164,47.56479652254976,44.561650662930994,41.722728129691255,39.04040507484311,36.507350471837455,31.861132897113762
2031.0,46.5136210858769,39.745352883793494,33.85193562404143,28.734539978982028,24.30389721218898,20.479527696984846,50.17861691633125,46.36248568229936,42.801957859496405,39.48219364019814,36.38908528782533,33.509227228688275,28.3389778796905
2032.0,45.235448189911374,37.43594901671664,30.848237558488268,25.304902206426895,20.658764808121138,16.780784533227653,49.55204339498936,45.058788794428175,40.92926786816847,37.137534692562504,33.659248446813265,30.471588994364012,24.883992457766205
2033.0,43.86645738941257,35.05227974185502,27.85340223058943,22.002803182910675,17.272750694756738,13.469740130019284,48.862872306714905,43.6636796874488,38.96401120975218,34.72099996059637,30.895022234528383,27.449484620793697,21.56731275933856
2034.0,42.41676722371726,32.625206060829775,24.916671365983092,18.886568267086428,14.201263088182342,10.586994090832999,48.11384414694007,42.18765954785925,36.92699559569908,32.26433211179873,28.138270618950443,24.493044767131064,18.447493703886295
2035.0,40.896892212673734,30.18452085851194,22.0814615139619,16.001351695211497,11.478264748205842,8.144349538776746,47.307920390777674,40.641624198805836,34.83903617957966,29.79807319637791,25.427557677156507,21.646175949073204,15.569236904417789
2036.0,39.31761487998979,27.758347387101246,19.38443038868282,13.378697186283906,9.117598260946203,6.12922528328221,46.448263898728925,39.036729125158494,32.72060025089001,27.350941462727757,22.797299030190608,18.945627203417715,12.963046708199656
2037.0,37.68985756252823,25.37261918608497,16.854908316804167,11.036908861386406,7.115512984716444,4.5103077944527765,45.53821813605562,37.38425460381883,30.591474889941082,24.949297019230944,20.277124326353942,16.420446518437117,10.645735236606374
2038.0,36.02455615283173,23.050654081909336,14.514690888143772,8.982110976899943,5.454002371454849,3.2436525767504123,44.58128539782632,35.6954732363627,28.470465080922466,22.616709291383813,17.891462120927386,14.091819507514769,8.62163846549992
2039.0,34.332537825476116,20.81283050949969,12.3781681339205,7.2098357760490845,4.10454009507346,2.278534736987631,43.58110423914004,33.98152206872796,26.37512854321012,20.373634403562853,15.659346586881668,11.97326066976153,6.884365618728745
2040.0,32.62440465815198,18.676369884675108,10.452748277014512,5.706958562950427,3.0318320134359413,1.5625160278162442,42.541426315163456,32.253281323749995,24.321552144570266,18.237205711597245,13.594434503541228,10.071109477074074,5.418885392075807
2041.0,30.910424880341328,16.6552243646609,8.739521299596037,4.453797655447287,2.197267549128195,1.0454012788279963,41.46609283835175,30.52126157229563,22.32417326465532,16.22113598148726,11.70521154167114,8.385270476400747,4.203754140496354
2042.0,29.200433271710533,14.760065275683331,7.2340997825234465,3.4262118756026463,1.561844034671617,0.6819624614017015,40.35901086055824,28.795500933941913,20.395647945214037,14.335725381938449,9.995359468987466,6.910129099194709,3.2133102673306007
2043.0,27.503741995244216,12.998363942309268,5.927571745722804,2.5975558562315717,1.0884354981484783,0.4334828635187789,39.22412958570552,27.085473635770786,18.54676615544963,12.5879657267533,8.464250831048329,5.635572904298414,2.419691165310134
2044.0,25.82906289358242,11.374553761946359,4.807502187768544,1.9403889825837266,0.7433694679019164,0.26829795895601155,38.065416914357044,25.400010975626337,16.786413073464892,10.98172841289153,7.10753501902158,4.548051053790857,1.7945688607289827
2045.0,24.184442008176035,9.890260222146928,3.858925964725809,1.4278723897273844,0.497351309395811,0.16157728419461356,36.886836414990555,23.747235442111602,15.121573987611535,9.518021343276343,5.917779336095656,3.631612069124879,1.3105426441521666
2046.0,22.577206806987647,8.54458420152447,3.065283597906538,1.03482569362031,0.3258294102583458,0.09460769497618794,35.69232490815899,22.13450844571034,13.557379296102429,8.195298837341786,4.885130478378547,2.8688702245679707,0.9421667057860788
2047.0,21.013926334623033,7.334423322992792,2.4092624671681304,0.7384475632330142,0.20892462805376438,0.05381485926220555,34.48577083918618,20.568391821499425,12.097185160732213,7.009808101283632,3.9979653911219017,2.241863081127884,0.6666245211239226
2048.0,19.500384235697123,6.25481629316069,1.8735175316234,0.5187295446900019,0.1310559035973515,0.029712064556292876,33.270993602760136,19.054622981297005,10.742684671447032,5.955956191243963,3.2435053031083836,1.732775438567251,0.46408721205649234
2049.0,18.04156435407436,5.299295980107835,1.4412572174550653,0.3586096754214057,0.08038540495558862,0.01590818307280133,32.0517239689554,17.598103328425555,9.494043912238025,5.026682454661901,2.6083724003640607,1.3245173056360053,0.3178094888786722
2050.0,16.641648382811148,4.460238341720406,1.0966905893450989,0.2439214556002394,0.04818675999450573,0.008251682251485959,30.831585745054408,16.202899307363943,8.35005708417583,4.213823047578695,2.0790745996962112,1.001154489256848,0.21402442387434276
2051.0,15.304024836749944,3.729196088502177,0.8253407661529775,0.16319563900695214,0.028214599064309252,0.004142360755479,29.61407879127407,14.872255248237057,7.308314827350636,3.5084561511393813,1.6424097894248213,0.7481994704227837,0.14169849318144587
2052.0,14.03130844540567,3.0972080103594117,0.6142363829559605,0.10736860150699178,0.016127614304526562,0.002010275962974031,28.402563491378466,13.608616986080412,6.365380070575475,2.901218794920155,1.2857863554802114,0.5527770288228795,0.09220287366210744
2053.0,12.825368920673112,2.5550770795633544,0.4519976045323624,0.06944353026199103,0.008994122657868902,0.0009419999864404213,27.200246761414878,12.413665089713886,5.51696609967891,2.382588588117157,0.9974615302895561,0.4036835168787207,0.05894790923986887
2054.0,11.687367943568798,2.0936126346436095,0.3288358282489688,0.044141110478351245,0.0048906798181332445,0.00042567809031726725,26.01016966169524,11.288356426304063,4.758112040824008,1.943126025076499,0.7667029102220092,0.291360900969008,0.037016871917807385
2055.0,10.617803137286964,1.703834041141712,0.23648700493112018,0.027566292391480403,0.0025912939431920177,0.00018524777362727025,24.835196658901797,10.23297271560211,4.083351570284001,1.573675251992644,0.5838813002051954,0.20780697959052566,0.02282422307496522
2056.0,9.61655774991295,1.3771351245161092,0.1680977894911231,0.01690826217048108,0.0013369072031232476,7.752211391778045e-05,23.678006567062116,9.247174691663652,3.486871351102124,1.2655231642445104,0.4405048623658568,0.14644195338998894,0.01381368611650183
2057.0,8.682954757923088,1.1054103110866806,0.11808189795408848,0.010182675606581022,0.0006711300512010944,3.114630627137557e-05,22.541085178342787,8.33006048787158,2.962656425339938,1.0105183830767994,0.3292054405963309,0.10194920187196797,0.00820327311994876
2058.0,7.815814119040703,0.8811447520517336,0.08196149002351882,0.006018920791398904,0.00032756603173906456,1.199345776471816e-05,21.426719577368143,7.480226890728704,2.5046205256644947,0.8011529975935023,0.2436880283421936,0.07010514990686784,0.004778257546462233
2059.0,7.013511947375159,0.6974717239226943,0.056205481420380274,0.0034907194415703586,0.00015531891938937373,4.417953082932224e-06,20.336994116279904,6.695832165898911,2.106719982819545,0.6306109401956547,0.17865379881233845,0.047609871052383186,0.0027289227616363516
2060.0,6.274040451770147,0.5482012977545171,0.038073725460312964,0.001985595098995221,7.148397558609785e-05,1.5536120144260372e-06,19.27378801219687,5.974659242539035,1.7630505714947373,0.4927874998573282,0.12970609543357794,0.03192688932163543,0.0015274960445386997
2061.0,5.595067566258368,0.42782466837992306,0.02547322432371111,0.0011073358732428228,3.190467863815553e-05,5.203885381960736e-07,18.23877451427138,5.314178144881348,1.4679272367369132,0.38228479530853127,0.0932474537935293,0.02113773758598058,0.0008376390112541662
2062.0,4.97399530554188,0.33149866604289824,0.016830097060518898,0.0006052123179095063,1.3795539791205951e-05,1.6561322992452312e-07,17.233421574310054,4.711606678878024,1.215947162172432,0.29438806997988415,0.06637424781370574,0.013814356065948658,0.00044981602870050315
2063.0,4.408015994459728,0.255014878135174,0.010979032309859497,0.0003240376761089035,5.773129610739387e-06,4.993974038524064e-08,16.25899394304543,4.16396851201968,1.0020370710829516,0.22502748168195863,0.04677405216986959,0.008910438971649675,0.000236439197513546
2064.0,3.89416564445945,0.19475753496715087,0.007070417295407567,0.00016988486421606856,2.335561806488334e-06,1.4224815251816245e-08,15.316556603703596,3.6681479217863164,0.821485987979312,0.17072969558273557,0.03262939130275599,0.005671369704297489,0.00012159264792051062
2065.0,3.4293738782925436,0.14765390870935696,0.004494242585121747,8.717446497922182e-05,9.123560358844194e-07,3.81416789421475e-09,14.406979445577354,3.220940628388618,0.6699649324433808,0.128563102124844,0.02253027424703345,0.003561387819341433,6.114854529986733e-05
2066.0,3.010509932890837,0.1111204849605169,0.0028191842602072544,4.3761753252772036e-05,3.436991008100311e-07,9.589962132447896e-10,13.530943072926686,2.8191002666411147,0.5435351731914224,0.09607992168833057,0.015396837199927113,0.00220603777674293,3.0056187465802537e-05
2067.0,2.634424396371899,0.08300763359505038,0.0017448933893133068,2.1481132215400896e-05,1.2469242441531134e-07,2.251005743276611e-10,12.688945638706478,2.459380186519437,0.4386467461578147,0.07125786880370653,0.01041255080398325,0.0013476796855045763,1.4431722845955058e-05
2068.0,2.2979864554919662,0.061544965306401016,0.0010654025211737951,1.0305120069464674e-05,4.3502026196845034e-08,4.907651675697626e-11,11.881310588360213,2.1385703992147636,0.3521289457575501,0.05244346689670867,0.006967795172927992,0.0008118127359104362,6.765430507678922e-06
2069.0,1.998116542190887,0.04528904125745204,0.0006416181718832228,4.828900680552006e-06,1.4571177109174712e-08,9.879868385150955e-12,11.1081951961907,1.8535296028565318,0.28117444465260494,0.03829855809901895,0.0046131467564679614,0.0004820959111681767,3.0946400629901593e-06
2070.0,1.7318143702112452,0.03307462682298446,0.0003810431492816516,2.209008826697419e-06,4.677833384863526e-09,1.823930415583273e-12,10.369599775577473,1.601212327622178,0.22331859629512,0.027751061612625118,0.0030214317536552977,0.00028218238225587714,1.3803649215446901e-06
2071.0,1.4961824436675804,0.023970260850735038,0.00022311065704374748,9.859232946514604e-07,1.4366218355916277e-09,3.0624886489875207e-13,9.665377444489016,1.3786913323291945,0.17641533823235958,0.019950610854443662,0.0019574505898933827,0.00016276200261702527,6.000183124082729e-07
2072.0,1.2884451979161027,0.017238557082399644,0.0001287735731120138,4.290568376806062e-07,4.2120601590860674e-10,4.6305197113601247e-14,8.995244329254048,1.1831754629780455,0.13861095406286583,0.01422934981618858,0.0012542354720288188,9.24927967808814e-05,2.5399473195299796e-07
2073.0,1.105963998611883,0.012301366838521835,7.324913386229916e-05,1.8193994096262308e-07,1.176307623179528e-10,6.2278825734805585e-15,8.358790092312821,1.0120232477469595,0.10831677846293936,0.01006789292050745,0.0007947383802018765,5.1772216941164196e-05,1.0463118262307722e-07
2074.0,0.9462482773412542,0.008709709926965542,4.105385164114765e-05,7.512476877593909e-08,3.121340041886119e-11,7.335922977281582e-16,7.755488673557601,0.8627525527417377,0.08418175198078488,0.007066246079733032,0.0004979336901188056,2.853768760927179e-05,4.191243026005989e-08
2075.0,0.8069631219587473,0.006118218936245841,2.2666503396449782e-05,3.018311728887209e-08,7.84798510038946e-12,7.415650430719089e-17,7.184709139773008,0.7330466588768279,0.06506555794409963,0.0049193426568219555,0.00030843608908569215,1.548709718621892e-05,1.6312474360217165e-08
2076.0,0.6859336673384261,0.004263733463664529,1.2325227809927584e-05,1.179063177168263e-08,1.8639696774841655e-12,6.25747491218407e-18,6.6457265424756145,0.6207571434370762,0.05001290888529647,0.0033967577925355713,0.00018886351161681808,8.27262355713149e-06,6.163414520804483e-09
2077.0,0.5811466485309549,0.0029476170947654013,6.599069547753223e-06,4.474546124700247e-09,4.1676248979678077e-13,4.234884555489277e-19,6.1377326909978835,0.5239039612327093,0.03822939882997479,0.0023261185179111743,0.0001143040558167607,4.348383228651359e-06,2.2586765308225484e-09
2078.0,0.4907494843666107,0.002021342435413173,3.4781001106288423e-06,1.6482598458382478e-09,8.738175711498652e-14,2.15862286520666e-20,5.659846754831012,0.4406731210966339,0.029059203617561605,0.0015797156533783044,6.836692670005266e-05,2.248585306883929e-06,8.020466278014522e-10
2079.0,0.41304725657292596,0.0013748898116960387,1.804114072639563e-06,5.888030046567603e-10,1.7104745926468756e-14,7.397085733567585e-22,5.211125616901472,0.36941234519464616,0.02196479580308761,0.0010638377532165052,4.040545570413909e-05,1.1435886231832455e-06,2.756847081083996e-10
2080.0,0.3464979387855107,0.0009275257196786857,9.207375015955684e-07,2.0377913753145574e-10,3.11009895622303e-15,1.2991366007940318e-23,4.790573907475669,0.30862508270410166,0.016508744164893816,0.0007103793400881813,2.3592866535304497e-05,5.718565311094423e-07,9.16258073094845e-11
2081.0,0.2897062127613972,0.0006205610414461536,4.6221204070484385e-07,6.825663454593433e-11,5.222042830847294e-16,1.1146827994651487e-26,4.397153656638608,0.2569632273550955,0.012337590026377925,0.00047031866856851864,1.3608298909604873e-05,2.8108317243331425e-07,2.941077869476428e-11
2082.0,0.24141618698715359,0.0004117308881070284,2.2817077603259853e-07,2.2102689653232958e-11,8.041180258075767e-17,0.0,4.029793511653959,0.213218861573705,0.009167732387996619,0.0003087088398732655,7.75253043052494e-06,1.3576330088948364e-07,9.106125163591646e-12
2083.0,0.20050330699219307,0.0002708832780231348,1.10730632503403e-07,6.911089384722505e-12,1.1262852734746974e-17,5.749954283735547e-30,3.68739747386943,0.17631531989596663,0.006773209646374716,0.00020087611040974383,4.361461644554409e-06,6.441608619162142e-08,2.715895779186097e-12
2084.0,0.16596571823384648,0.0001767093945401736,5.281239643802052e-08,2.0840002324061197e-12,1.42074136753844e-18,0.0,3.368853118076426,0.14529783220181902,0.004975235515670716,0.00012956769856832767,2.422703597166934e-06,3.0014450407548636e-08,7.791362780957241e-13
2085.0,0.13691531251185227,0.00011429155279189846,2.4747486238109166e-08,6.052100428593233e-13,1.594403430287954e-19,1.8681650572649628e-32,3.073039265269538,0.11932397428569083,0.003633328567474549,8.283630034801557e-05,1.328547496373833e-06,1.3729195887003186e-08,2.1466040933347946e-13
2086.0,0.11256865846918895,7.328472938585182e-05,1.1389782449022877e-08,1.690178107984815e-13,1.567341233209527e-20,0.0,2.7988330874925125,0.09765412032221774,0.0026378664492291318,5.248869819796117e-05,7.191004044820918e-07,6.162933862129306e-09,5.670070878864267e-14
2087.0,0.09223798668189323,4.658273166690549e-05,5.146901180274944e-09,4.5319555726090676e-14,1.322554041249381e-21,1.5346194473918238e-34,2.545116630827096,0.07964205973302617,0.0019038952871445105,3.296075201615917e-05,3.8411633080955116e-07,2.7139439645437185e-09,1.4332359287591785e-14
2088.0,0.07532237083089063,2.9350479213787442e-05,2.282831724076457e-09,1.164704700166857e-14,9.3188936535869e-23,0.0,2.3107827495146314,0.06472591048710254,0.0013660301442551908,2.0510631534375906e-05,2.0245100672691638e-07,1.1719857848102033e-09,3.4598721848634375e-15
2089.0,0.06129921904250328,1.832948657316048e-05,9.934490500454881e-10,2.8635631078434035e-15,5.2689658033951375e-24,2.365240996101107e-36,2.0947404506440868,0.05241943249266829,0.0009742920116020525,1.2646644767512302e-05,1.0526453900573658e-07,4.961152170019791e-10,7.95886634941316e-16
2090.0,0.049716164105138586,1.1344771039784212e-05,4.2403423374805033e-10,6.721504123755251e-16,2.2456339759381792e-25,0.0,1.8959196547520805,0.042303818837222285,0.0006907392198916785,7.725899539278456e-06,5.398437877444483e-08,2.0578098092718818e-10,1.7403194361274154e-16
2091.0,0.04018341821572918,6.958511514012542e-06,1.7744898915652082e-10,1.5028521266378618e-16,6.444823294088963e-27,5.875952824767485e-38,1.7132753830292557,0.03402001944601866,0.0004867651743138386,4.675872245582726e-06,2.7302008822921537e-08,8.360010467573884e-11,3.6075940785248215e-17
2092.0,0.03236663736439731,4.229376533718368e-06,7.277636955600737e-11,3.192841378479674e-17,9.524600382717534e-29,0.0,1.5457913865925148,0.02726163138096744,0.00034094897923442986,2.8033527169582485e-06,1.3613689248329992e-08,3.325032889759299e-11,7.068201684953509e-18
2093.0,0.025980322512200716,2.5470606515746308e-06,2.9239593465089e-11,6.4276877575177546e-18,8.172280121971282e-32,2.1450585972434152e-39,1.392483237453571,0.02176837251302052,0.00023736009734481276,1.6647741808239802e-06,6.6915017216259824e-09,1.2941152165247849e-11,1.3044814146721723e-18
2094.0,0.020781769350940248,1.519735564795221e-06,1.150346370679009e-11,1.222411661115401e-18,0.0,0.0,1.252400904389885,0.017320140607774835,0.00016423214340866558,9.79164371312275e-07,3.241508104274797e-09,4.926395866390301e-12,2.2591927173352434e-19
2095.0,0.016565565580738142,8.983069226385387e-07,4.429620158270598e-12,2.18863682347614e-19,2.880512113608826e-35,1.0811287858869655e-40,1.1246308399116864,0.013731647834461189,0.00011293388100918996,5.703454557757125e-07,1.5472230587073317e-09,1.833357159167722e-12,3.6557745460216243e-20
2096.0,0.013158624168704336,5.259820262210974e-07,1.668708711782406e-12,3.674852599301786e-20,0.0,0.0,1.008297606933527,0.010847611159093853,7.717724876266823e-05,3.289736510956171e-07,7.27519747066221e-10,6.666504809621007e-13,5.5000556979289975e-21
2097.0,0.010415732786272329,3.050473246749311e-07,6.14691521191027e-13,5.761046950579149e-21,6.459680912843409e-38,7.192585732049381e-42,0.902565075622553,0.008538471793104267,5.2412681046251816e-05,1.8788097454439729e-07,3.369174379741318e-10,2.367248089230163e-13,7.649430059252508e-22
2098.0,0.008215593359998311,1.7521595925303525e-07,2.2129582262407194e-13,8.389981928629995e-22,0.0,0.0,0.8066372222360666,0.006696611596055082,3.5371085234851794e-05,1.0623314135403725e-07,1.5363380269824223e-10,8.204144709986416e-14,9.769074757684953e-23
2099.0,0.006457321189229537,9.966654604646799e-08,7.78206201644097e-14,1.128422412649305e-22,3.670970707267318e-40,6.105675940047798e-43,0.7197585626105266,0.0052330308207334765,2.3719634153949633e-05,5.946328181157814e-08,6.896507070111921e-11,2.7733445415485248e-14,1.1365394175606584e-23
2100.0,0.005057370154779834,5.613747096685534e-08,2.671631586737834e-14,1.3920204589321955e-23,0.0,0.0,0.6412142533593141,0.004074449585738138,1.5805113718462275e-05,3.2946141564826204e-08,3.0467854151821984e-11,9.13858377042212e-15,1.193039504283773e-24
